Transcript ID: CHS.22394.22, TPM: 76.900711
Transcript ID: CHS.21455.4, TPM: 0.0
Transcript ID: CHS.173340.2, TPM: 0.0
Transcript ID: CHS.22005.2, TPM: 213.111588
Transcript ID: CHS.173340.3, TPM: 0.0
Transcript ID: CHS.21997.2, TPM: 0.0
Transcript ID: CHS.21997.1, TPM: 0.0
Transcript ID: CHS.23354.15, TPM: 0.0
Transcript ID: CHS.23425.16, TPM: 306.883636
Transcript ID: CHS.23177.1, TPM: 84.430519
Transcript ID: MSTRG.1515.32, TPM: 8.36531
Transcript ID: CHS.128758.1, TPM: 933.996094
Transcript ID: CHS.21814.1, TPM: 0.0
Transcript ID: CHS.21498.5, TPM: 1405.810669
Transcript ID: CHS.21498.6, TPM: 2192.384277
Transcript ID: CHS.21498.1, TPM: 4.285357
Transcript ID: CHS.173344.1, TPM: 9.065656
Transcript ID: CHS.22166.1, TPM: 175.317184
Transcript ID: CHS.165722.1, TPM: 1.726742
Transcript ID: CHS.22971.11, TPM: 0.0
Transcript ID: CHS.21162.17, TPM: 5.092283
Transcript ID: CHS.23425.27, TPM: 56.885002
Transcript ID: CHS.22973.29, TPM: 1482.851074
Transcript ID: CHS.22973.28, TPM: 1647.47583
Transcript ID: CHS.22973.25, TPM: 1606.761597
Transcript ID: CHS.23425.29, TPM: 122.622932
Transcript ID: CHS.22373.6, TPM: 309.327332
Transcript ID: CHS.22373.7, TPM: 42.693138
Transcript ID: CHS.22373.1, TPM: 0.0
Transcript ID: CHS.23316.6, TPM: 302.509949
Transcript ID: CHS.21273.4, TPM: 97.847267
Transcript ID: CHS.22184.1, TPM: 0.0
Transcript ID: CHS.21834.3, TPM: 3.495453
Transcript ID: CHS.23167.1, TPM: 0.0
Transcript ID: MSTRG.1727.4, TPM: 2.208634
Transcript ID: CHS.21834.4, TPM: 0.0
Transcript ID: CHS.21513.1, TPM: 7.443305
Transcript ID: CHS.21679.17, TPM: 27.648161
Transcript ID: MSTRG.87.1, TPM: 832.577515
Transcript ID: CHS.22048.41, TPM: 29.246885
Transcript ID: CHS.22494.1, TPM: 1.990944
Transcript ID: CHS.22494.2, TPM: 590.216858
Transcript ID: CHS.22494.3, TPM: 196.62027
Transcript ID: CHS.175917.2, TPM: 0.0
Transcript ID: MSTRG.780.10, TPM: 62.403118
Transcript ID: CHS.21059.15, TPM: 443.05014
Transcript ID: CHS.22829.3, TPM: 426.930328
Transcript ID: CHS.134211.1, TPM: 1.681264
Transcript ID: CHS.134211.2, TPM: 0.0
Transcript ID: CHS.22216.1, TPM: 742.482544
Transcript ID: CHS.173265.1, TPM: 20.625273
Transcript ID: CHS.22678.27, TPM: 148.373047
Transcript ID: MSTRG.193.8, TPM: 16.745071
Transcript ID: MSTRG.193.3, TPM: 491.428802
Transcript ID: CHS.23375.1, TPM: 0.0
Transcript ID: MSTRG.193.4, TPM: 4167.352539
Transcript ID: CHS.22532.21, TPM: 0.0
Transcript ID: CHS.23357.40, TPM: 1.721278
Transcript ID: CHS.23141.2, TPM: 0.0
Transcript ID: MSTRG.1451.18, TPM: 35.681675
Transcript ID: CHS.173364.1, TPM: 11.223852
Transcript ID: CHS.173364.2, TPM: 16.09992
Transcript ID: CHS.21204.11, TPM: 1556.56189
Transcript ID: CHS.21204.15, TPM: 334.288635
Transcript ID: CHS.23522.1, TPM: 12.102042
Transcript ID: CHS.22317.1, TPM: 64.574791
Transcript ID: CHS.173486.1, TPM: 8.183605
Transcript ID: CHS.22317.7, TPM: 20.614313
Transcript ID: CHS.23606.30, TPM: 0.0
Transcript ID: MSTRG.907.8, TPM: 31.983793
Transcript ID: CHS.23266.64, TPM: 43.434544
Transcript ID: MSTRG.907.4, TPM: 364.359375
Transcript ID: MSTRG.907.5, TPM: 181.894928
Transcript ID: MSTRG.907.6, TPM: 138.286682
Transcript ID: MSTRG.907.7, TPM: 132.284271
Transcript ID: CHS.22084.3, TPM: 0.0
Transcript ID: CHS.22084.2, TPM: 29.831293
Transcript ID: CHS.22084.7, TPM: 0.0
Transcript ID: CHS.22084.6, TPM: 0.0
Transcript ID: CHS.23149.1, TPM: 3.212595
Transcript ID: CHS.23149.2, TPM: 76.754417
Transcript ID: CHS.22084.8, TPM: 0.0
Transcript ID: CHS.23149.4, TPM: 347.963074
Transcript ID: CHS.23149.5, TPM: 176.696487
Transcript ID: CHS.22307.6, TPM: 840.008789
Transcript ID: CHS.23792.1, TPM: 0.0
Transcript ID: MSTRG.1703.3, TPM: 184.195114
Transcript ID: MSTRG.1703.4, TPM: 128.128906
Transcript ID: CHS.21525.1, TPM: 2.317448
Transcript ID: CHS.22952.1, TPM: 5.738359
Transcript ID: CHS.158849.1, TPM: 0.0
Transcript ID: CHS.21872.3, TPM: 17.688759
Transcript ID: CHS.23266.72, TPM: 0.0
Transcript ID: CHS.23266.70, TPM: 0.0
Transcript ID: CHS.23266.71, TPM: 48.214954
Transcript ID: CHS.23266.76, TPM: 42.576996
Transcript ID: CHS.23266.75, TPM: 6.035624
Transcript ID: CHS.21026.1, TPM: 4.547522
Transcript ID: CHS.23235.8, TPM: 48.103966
Transcript ID: CHS.158692.1, TPM: 10.100083
Transcript ID: CHS.22682.24, TPM: 0.0
Transcript ID: CHS.143749.1, TPM: 0.0
Transcript ID: MSTRG.1589.23, TPM: 93.502235
Transcript ID: CHS.23055.44, TPM: 0.0
Transcript ID: CHS.21297.1, TPM: 0.0
Transcript ID: CHS.21297.2, TPM: 0.0
Transcript ID: CHS.21297.3, TPM: 0.0
Transcript ID: CHS.23910.10, TPM: 0.0
Transcript ID: CHS.22747.9, TPM: 0.0
Transcript ID: CHS.22747.8, TPM: 8.180852
Transcript ID: CHS.173350.1, TPM: 0.0
Transcript ID: CHS.22825.35, TPM: 65.784546
Transcript ID: CHS.22747.3, TPM: 0.0
Transcript ID: MSTRG.545.11, TPM: 388.845642
Transcript ID: CHS.21410.3, TPM: 20.839516
Transcript ID: CHS.21201.3, TPM: 11.900909
Transcript ID: CHS.21201.2, TPM: 26.684004
Transcript ID: CHS.21201.5, TPM: 0.0
Transcript ID: CHS.21201.4, TPM: 10.754262
Transcript ID: CHS.21201.7, TPM: 0.0
Transcript ID: CHS.21201.6, TPM: 2.381596
Transcript ID: CHS.21201.8, TPM: 6.164162
Transcript ID: CHS.143749.7, TPM: 0.0
Transcript ID: CHS.23011.8, TPM: 92.999863
Transcript ID: CHS.22434.5, TPM: 1409.801392
Transcript ID: CHS.22434.2, TPM: 141.711914
Transcript ID: CHS.134430.1, TPM: 0.0
Transcript ID: CHS.23292.3, TPM: 90.010368
Transcript ID: CHS.23292.2, TPM: 258.354645
Transcript ID: CHS.23292.1, TPM: 347.524841
Transcript ID: CHS.21151.2, TPM: 0.0
Transcript ID: CHS.23292.6, TPM: 0.0
Transcript ID: CHS.23292.5, TPM: 90.334122
Transcript ID: CHS.23446.51, TPM: 38.559509
Transcript ID: CHS.23446.52, TPM: 37.004467
Transcript ID: CHS.21066.17, TPM: 249.881271
Transcript ID: CHS.23398.56, TPM: 1.237196
Transcript ID: CHS.22232.9, TPM: 1680.654297
Transcript ID: CHS.22232.2, TPM: 815.796021
Transcript ID: CHS.21993.3, TPM: 0.0
Transcript ID: MSTRG.1473.12, TPM: 669.138794
Transcript ID: MSTRG.1473.13, TPM: 271.213898
Transcript ID: MSTRG.1473.14, TPM: 114.25808
Transcript ID: CHS.22157.10, TPM: 0.0
Transcript ID: CHS.22157.11, TPM: 0.0
Transcript ID: CHS.22157.12, TPM: 66.684326
Transcript ID: CHS.21472.5, TPM: 0.0
Transcript ID: CHS.21472.4, TPM: 1.695306
Transcript ID: MSTRG.909.1, TPM: 117.793846
Transcript ID: CHS.158188.1, TPM: 0.0
Transcript ID: MSTRG.909.4, TPM: 113.314972
Transcript ID: CHS.21472.9, TPM: 0.0
Transcript ID: MSTRG.1219.1, TPM: 168.59491
Transcript ID: CHS.23715.2, TPM: 0.0
Transcript ID: CHS.158368.1, TPM: 1.056006
Transcript ID: CHS.21957.7, TPM: 0.0
Transcript ID: CHS.21957.6, TPM: 0.0
Transcript ID: CHS.21957.5, TPM: 0.0
Transcript ID: CHS.21957.4, TPM: 0.0
Transcript ID: CHS.21957.3, TPM: 0.0
Transcript ID: CHS.21957.2, TPM: 1.010651
Transcript ID: CHS.128922.1, TPM: 806.534119
Transcript ID: CHS.21704.3, TPM: 1539.658447
Transcript ID: CHS.21704.2, TPM: 872.463867
Transcript ID: CHS.21704.5, TPM: 122.120415
Transcript ID: CHS.21704.4, TPM: 0.0
Transcript ID: CHS.21957.9, TPM: 0.0
Transcript ID: CHS.21957.8, TPM: 0.0
Transcript ID: CHS.21217.4, TPM: 20.272539
Transcript ID: CHS.21217.6, TPM: 0.0
Transcript ID: CHS.22319.2, TPM: 81.328514
Transcript ID: CHS.21217.3, TPM: 0.0
Transcript ID: CHS.21217.8, TPM: 65.300827
Transcript ID: MSTRG.1714.10, TPM: 27.743225
Transcript ID: CHS.23486.49, TPM: 0.0
Transcript ID: CHS.21444.1, TPM: 1.261739
Transcript ID: CHS.22139.16, TPM: 253.367493
Transcript ID: CHS.22139.18, TPM: 533.771851
Transcript ID: MSTRG.1286.20, TPM: 90.950714
Transcript ID: CHS.23401.23, TPM: 0.0
Transcript ID: CHS.23212.2, TPM: 10.827031
Transcript ID: CHS.23212.1, TPM: 12.954513
Transcript ID: CHS.23239.12, TPM: 0.0
Transcript ID: MSTRG.1550.9, TPM: 20.425831
Transcript ID: CHS.21126.2, TPM: 107.838844
Transcript ID: CHS.21126.1, TPM: 247.559814
Transcript ID: CHS.21908.8, TPM: 4.521829
Transcript ID: CHS.21908.7, TPM: 24.183262
Transcript ID: CHS.21908.6, TPM: 27.959494
Transcript ID: CHS.22798.7, TPM: 0.0
Transcript ID: CHS.22798.3, TPM: 182.216156
Transcript ID: CHS.22798.2, TPM: 0.0
Transcript ID: CHS.22798.1, TPM: 23.05785
Transcript ID: MSTRG.1279.1, TPM: 0.666433
Transcript ID: CHS.173398.1, TPM: 10.341086
Transcript ID: CHS.21703.5, TPM: 0.0
Transcript ID: MSTRG.427.5, TPM: 83.253403
Transcript ID: MSTRG.427.4, TPM: 66.507172
Transcript ID: MSTRG.427.3, TPM: 127.019058
Transcript ID: CHS.21045.13, TPM: 0.0
Transcript ID: CHS.23727.1, TPM: 0.0
Transcript ID: CHS.21947.1, TPM: 0.0
Transcript ID: CHS.23565.10, TPM: 267.601379
Transcript ID: CHS.23565.11, TPM: 7611.470703
Transcript ID: CHS.23565.12, TPM: 1323.00354
Transcript ID: CHS.173319.1, TPM: 0.0
Transcript ID: CHS.158908.1, TPM: 0.0
Transcript ID: CHS.23831.4, TPM: 0.0
Transcript ID: CHS.158950.1, TPM: 2.391615
Transcript ID: CHS.23831.2, TPM: 0.0
Transcript ID: CHS.23831.3, TPM: 0.0
Transcript ID: CHS.23250.19, TPM: 8.779051
Transcript ID: CHS.158833.1, TPM: 0.0
Transcript ID: MSTRG.514.1, TPM: 420.996674
Transcript ID: MSTRG.514.2, TPM: 209.141388
Transcript ID: CHS.23250.11, TPM: 561.998718
Transcript ID: CHS.23250.10, TPM: 107.247414
Transcript ID: CHS.22266.71, TPM: 33.247631
Transcript ID: CHS.22266.70, TPM: 222.405579
Transcript ID: CHS.23250.15, TPM: 0.0
Transcript ID: CHS.23250.16, TPM: 0.0
Transcript ID: CHS.23866.2, TPM: 0.0
Transcript ID: CHS.23334.6, TPM: 180.696609
Transcript ID: CHS.166487.1, TPM: 0.0
Transcript ID: CHS.158630.1, TPM: 0.0
Transcript ID: CHS.23334.5, TPM: 31.440029
Transcript ID: CHS.22385.6, TPM: 667.120117
Transcript ID: CHS.21786.22, TPM: 1.130881
Transcript ID: CHS.21786.23, TPM: 158.256622
Transcript ID: CHS.22928.10, TPM: 0.0
Transcript ID: CHS.23545.37, TPM: 205.865707
Transcript ID: CHS.22928.16, TPM: 0.0
Transcript ID: CHS.23545.32, TPM: 541.295349
Transcript ID: CHS.21786.25, TPM: 0.0
Transcript ID: CHS.22928.18, TPM: 6.933457
Transcript ID: CHS.22159.1, TPM: 11.147042
Transcript ID: CHS.21273.8, TPM: 14.3615
Transcript ID: CHS.22558.9, TPM: 31.507534
Transcript ID: CHS.22315.30, TPM: 0.0
Transcript ID: CHS.21273.3, TPM: 0.0
Transcript ID: CHS.21273.7, TPM: 3.042192
Transcript ID: CHS.22558.3, TPM: 52.628948
Transcript ID: CHS.23389.1, TPM: 49.208626
Transcript ID: MSTRG.680.6, TPM: 15.500072
Transcript ID: MSTRG.680.1, TPM: 65.843292
Transcript ID: CHS.21710.2, TPM: 456.906677
Transcript ID: CHS.21710.1, TPM: 91.190735
Transcript ID: CHS.173339.2, TPM: 17.709114
Transcript ID: CHS.173339.3, TPM: 38.681644
Transcript ID: CHS.173339.1, TPM: 27.642767
Transcript ID: CHS.22165.1, TPM: 202.387604
Transcript ID: CHS.22804.59, TPM: 88.064491
Transcript ID: CHS.22398.12, TPM: 325.779327
Transcript ID: CHS.22804.53, TPM: 85.474792
Transcript ID: CHS.22804.52, TPM: 53.877987
Transcript ID: CHS.22804.57, TPM: 73.116158
Transcript ID: CHS.23670.1, TPM: 0.0
Transcript ID: CHS.22398.18, TPM: 219.739105
Transcript ID: MSTRG.894.5, TPM: 15874.65918
Transcript ID: CHS.21703.35, TPM: 10.795252
Transcript ID: CHS.128890.1, TPM: 0.0
Transcript ID: MSTRG.989.6, TPM: 26.868038
Transcript ID: MSTRG.989.4, TPM: 38.910126
Transcript ID: MSTRG.989.5, TPM: 74.532417
Transcript ID: CHS.20888.5, TPM: 654.496277
Transcript ID: CHS.173422.1, TPM: 0.0
Transcript ID: CHS.173422.3, TPM: 0.0
Transcript ID: CHS.173422.2, TPM: 0.0
Transcript ID: CHS.23592.21, TPM: 218.545166
Transcript ID: CHS.23592.20, TPM: 133.994629
Transcript ID: CHS.23845.1, TPM: 0.0
Transcript ID: CHS.22449.10, TPM: 26.83497
Transcript ID: CHS.21988.7, TPM: 708.413879
Transcript ID: CHS.173190.1, TPM: 4.505716
Transcript ID: CHS.21988.4, TPM: 1088.055664
Transcript ID: CHS.173325.1, TPM: 0.0
Transcript ID: CHS.21745.15, TPM: 0.0
Transcript ID: CHS.128781.1, TPM: 0.0
Transcript ID: CHS.22302.5, TPM: 0.0
Transcript ID: CHS.21009.26, TPM: 0.0
Transcript ID: CHS.23268.2, TPM: 286.477112
Transcript ID: CHS.21743.10, TPM: 1035.036987
Transcript ID: CHS.21743.11, TPM: 89.712479
Transcript ID: MSTRG.920.3, TPM: 95.394089
Transcript ID: CHS.23577.17, TPM: 99.50206
Transcript ID: CHS.22147.1, TPM: 0.0
Transcript ID: MSTRG.920.4, TPM: 20.578287
Transcript ID: MSTRG.920.7, TPM: 60.864765
Transcript ID: CHS.173481.1, TPM: 1.096205
Transcript ID: MSTRG.920.8, TPM: 39.9109
Transcript ID: MSTRG.1530.12, TPM: 203.672516
Transcript ID: CHS.128978.1, TPM: 0.0
Transcript ID: CHS.173198.1, TPM: 0.0
Transcript ID: MSTRG.1530.11, TPM: 11.728955
Transcript ID: CHS.23709.9, TPM: 0.0
Transcript ID: CHS.22753.13, TPM: 43.366383
Transcript ID: CHS.23122.5, TPM: 0.0
Transcript ID: CHS.158298.1, TPM: 0.0
Transcript ID: CHS.23122.1, TPM: 0.0
Transcript ID: CHS.23122.2, TPM: 0.0
Transcript ID: CHS.22271.9, TPM: 61.656796
Transcript ID: CHS.22271.1, TPM: 16.175364
Transcript ID: CHS.22846.2, TPM: 477.757202
Transcript ID: CHS.22800.2, TPM: 0.0
Transcript ID: CHS.22271.7, TPM: 0.2417
Transcript ID: MSTRG.207.3, TPM: 22.960285
Transcript ID: MSTRG.1326.6, TPM: 2.327229
Transcript ID: MSTRG.1326.5, TPM: 40.089241
Transcript ID: MSTRG.207.7, TPM: 79.081261
Transcript ID: MSTRG.135.1, TPM: 160.163177
Transcript ID: MSTRG.207.5, TPM: 227.608734
Transcript ID: MSTRG.207.4, TPM: 275.711853
Transcript ID: CHS.22077.11, TPM: 17.305986
Transcript ID: MSTRG.207.8, TPM: 36.07444
Transcript ID: CHS.23446.41, TPM: 74.805962
Transcript ID: CHS.21099.13, TPM: 158.064011
Transcript ID: CHS.22077.13, TPM: 10.999152
Transcript ID: CHS.22943.15, TPM: 719.501404
Transcript ID: CHS.22602.4, TPM: 0.804115
Transcript ID: CHS.22157.3, TPM: 0.0
Transcript ID: CHS.22157.1, TPM: 0.0
Transcript ID: CHS.22157.6, TPM: 0.0
Transcript ID: CHS.22157.5, TPM: 85.790306
Transcript ID: CHS.22048.27, TPM: 20.998331
Transcript ID: CHS.22718.1, TPM: 383.51709
Transcript ID: CHS.21796.2, TPM: 0.0
Transcript ID: CHS.22524.1, TPM: 16.853464
Transcript ID: CHS.23007.5, TPM: 0.0
Transcript ID: MSTRG.369.10, TPM: 153.593399
Transcript ID: CHS.23007.2, TPM: 0.0
Transcript ID: CHS.22524.7, TPM: 26.842134
Transcript ID: CHS.158312.1, TPM: 0.0
Transcript ID: CHS.173337.1, TPM: 0.0
Transcript ID: CHS.21522.9, TPM: 68.504883
Transcript ID: CHS.173337.3, TPM: 0.0
Transcript ID: CHS.21522.3, TPM: 452.742218
Transcript ID: CHS.21522.2, TPM: 1208.453735
Transcript ID: CHS.21522.1, TPM: 10.273976
Transcript ID: CHS.143847.1, TPM: 0.0
Transcript ID: CHS.21522.5, TPM: 313.488007
Transcript ID: CHS.21522.4, TPM: 193.88237
Transcript ID: CHS.173224.1, TPM: 4.059911
Transcript ID: CHS.173399.1, TPM: 6.231183
Transcript ID: CHS.22158.1, TPM: 0.0
Transcript ID: CHS.23425.40, TPM: 141.204102
Transcript ID: CHS.23425.41, TPM: 53.238102
Transcript ID: CHS.23425.42, TPM: 0.744425
Transcript ID: CHS.23425.43, TPM: 0.108569
Transcript ID: CHS.23425.45, TPM: 8.655518
Transcript ID: CHS.23425.46, TPM: 0.0
Transcript ID: CHS.23146.3, TPM: 17.044455
Transcript ID: CHS.21691.4, TPM: 262.082428
Transcript ID: CHS.21691.2, TPM: 71.109604
Transcript ID: CHS.21691.3, TPM: 425.308044
Transcript ID: CHS.21002.4, TPM: 0.0
Transcript ID: CHS.21002.5, TPM: 0.0
Transcript ID: CHS.23904.1, TPM: 0.0
Transcript ID: CHS.21002.2, TPM: 1.652057
Transcript ID: CHS.21002.3, TPM: 0.0
Transcript ID: MSTRG.1481.5, TPM: 50.349331
Transcript ID: MSTRG.1481.4, TPM: 49.770359
Transcript ID: MSTRG.1481.1, TPM: 101.665573
Transcript ID: MSTRG.1138.15, TPM: 60.882401
Transcript ID: CHS.143745.1, TPM: 0.0
Transcript ID: CHS.23664.1, TPM: 0.0
Transcript ID: CHS.23262.10, TPM: 113.602509
Transcript ID: MSTRG.672.8, TPM: 67.003632
Transcript ID: CHS.21699.2, TPM: 0.389482
Transcript ID: MSTRG.672.2, TPM: 75.549728
Transcript ID: MSTRG.672.1, TPM: 85.460785
Transcript ID: CHS.21699.1, TPM: 0.0
Transcript ID: MSTRG.231.5, TPM: 337.352692
Transcript ID: MSTRG.1326.3, TPM: 73.896706
Transcript ID: MSTRG.207.6, TPM: 12.781943
Transcript ID: CHS.23698.1, TPM: 0.0
Transcript ID: CHS.143733.2, TPM: 0.0
Transcript ID: CHS.143733.1, TPM: 0.0
Transcript ID: CHS.20963.23, TPM: 0.001239
Transcript ID: CHS.20926.10, TPM: 30.240292
Transcript ID: CHS.173568.1, TPM: 12.150312
Transcript ID: MSTRG.657.2, TPM: 27.868143
Transcript ID: CHS.23017.2, TPM: 1189.269165
Transcript ID: CHS.128893.1, TPM: 17.933786
Transcript ID: CHS.23571.15, TPM: 56.856525
Transcript ID: MSTRG.1041.1, TPM: 190.84642
Transcript ID: CHS.23571.14, TPM: 4.885815
Transcript ID: CHS.23571.17, TPM: 342.963074
Transcript ID: MSTRG.608.4, TPM: 134.495773
Transcript ID: MSTRG.608.7, TPM: 75.087273
Transcript ID: CHS.23024.3, TPM: 0.0
Transcript ID: MSTRG.608.1, TPM: 90.904083
Transcript ID: MSTRG.608.2, TPM: 193.135696
Transcript ID: CHS.173457.1, TPM: 0.0
Transcript ID: MSTRG.668.2, TPM: 80.108627
Transcript ID: CHS.23427.44, TPM: 0.0
Transcript ID: CHS.23427.42, TPM: 5.65024
Transcript ID: CHS.142913.1, TPM: 13.58687
Transcript ID: CHS.21711.12, TPM: 33.466118
Transcript ID: CHS.22369.17, TPM: 192.382263
Transcript ID: MSTRG.22.3, TPM: 83.557404
Transcript ID: MSTRG.855.3, TPM: 136.622955
Transcript ID: MSTRG.22.5, TPM: 80.426132
Transcript ID: MSTRG.593.2, TPM: 190.571991
Transcript ID: CHS.22369.10, TPM: 297.194092
Transcript ID: CHS.23598.2, TPM: 120.204353
Transcript ID: CHS.22815.29, TPM: 0.0
Transcript ID: CHS.22690.48, TPM: 82.860298
Transcript ID: CHS.22690.47, TPM: 117.907433
Transcript ID: CHS.22690.44, TPM: 52.214111
Transcript ID: CHS.22815.24, TPM: 4.193978
Transcript ID: CHS.22815.25, TPM: 0.694443
Transcript ID: CHS.22815.26, TPM: 5.071793
Transcript ID: CHS.22815.27, TPM: 2.340731
Transcript ID: CHS.22203.2, TPM: 0.0
Transcript ID: CHS.22203.1, TPM: 0.0
Transcript ID: CHS.22584.2, TPM: 368.737091
Transcript ID: CHS.22584.3, TPM: 626.704529
Transcript ID: CHS.22812.4, TPM: 150.902222
Transcript ID: CHS.22584.1, TPM: 0.0
Transcript ID: CHS.22812.2, TPM: 25.672688
Transcript ID: CHS.22812.3, TPM: 79.077774
Transcript ID: CHS.22584.4, TPM: 264.611664
Transcript ID: CHS.22812.1, TPM: 0.0
Transcript ID: CHS.21596.21, TPM: 0.0
Transcript ID: CHS.21596.20, TPM: 0.0
Transcript ID: CHS.21596.22, TPM: 0.0
Transcript ID: CHS.23565.7, TPM: 0.0
Transcript ID: CHS.23565.2, TPM: 58.728188
Transcript ID: CHS.22299.2, TPM: 0.0
Transcript ID: CHS.22299.1, TPM: 26.849127
Transcript ID: CHS.21230.1, TPM: 300.884247
Transcript ID: CHS.21162.23, TPM: 55.054436
Transcript ID: CHS.21230.4, TPM: 99.274086
Transcript ID: CHS.23565.8, TPM: 0.0
Transcript ID: CHS.23565.9, TPM: 213.309692
Transcript ID: CHS.173383.1, TPM: 0.0
Transcript ID: CHS.22766.15, TPM: 413.363342
Transcript ID: CHS.22894.2, TPM: 708.014893
Transcript ID: CHS.21570.1, TPM: 493.45694
Transcript ID: CHS.21570.6, TPM: 138.858032
Transcript ID: CHS.21125.11, TPM: 407.834534
Transcript ID: CHS.23266.18, TPM: 7.153538
Transcript ID: CHS.23606.29, TPM: 79.185043
Transcript ID: CHS.23541.11, TPM: 24618.136719
Transcript ID: CHS.23606.23, TPM: 61.40097
Transcript ID: CHS.158902.1, TPM: 0.0
Transcript ID: CHS.23606.25, TPM: 1.606779
Transcript ID: CHS.22927.3, TPM: 1744.258301
Transcript ID: CHS.21550.2, TPM: 37.88612
Transcript ID: CHS.21550.5, TPM: 0.0
Transcript ID: CHS.21550.6, TPM: 0.0
Transcript ID: CHS.21765.2, TPM: 26.74404
Transcript ID: CHS.21765.3, TPM: 14.269814
Transcript ID: CHS.21960.1, TPM: 14.815537
Transcript ID: CHS.20920.12, TPM: 322.720642
Transcript ID: CHS.22031.8, TPM: 920.711121
Transcript ID: CHS.20920.19, TPM: 2.35724
Transcript ID: CHS.158625.1, TPM: 20.958145
Transcript ID: CHS.21066.2, TPM: 515.0755
Transcript ID: CHS.21066.3, TPM: 204.668121
Transcript ID: CHS.173540.1, TPM: 0.0
Transcript ID: CHS.21778.36, TPM: 171.948349
Transcript ID: CHS.23097.3, TPM: 4.35234
Transcript ID: CHS.21778.38, TPM: 0.0
Transcript ID: CHS.173561.1, TPM: 27.106092
Transcript ID: MSTRG.1515.31, TPM: 17.770821
Transcript ID: CHS.23875.2, TPM: 0.0
Transcript ID: CHS.23024.5, TPM: 112.453346
Transcript ID: CHS.21486.44, TPM: 66.461723
Transcript ID: CHS.21486.40, TPM: 33.745178
Transcript ID: CHS.23352.4, TPM: 0.0
Transcript ID: CHS.22007.11, TPM: 47.076324
Transcript ID: CHS.23947.1, TPM: 0.0
Transcript ID: MSTRG.1339.7, TPM: 10.760622
Transcript ID: MSTRG.1339.6, TPM: 47.462318
Transcript ID: MSTRG.513.7, TPM: 178.267334
Transcript ID: CHS.22937.9, TPM: 10.35233
Transcript ID: MSTRG.513.3, TPM: 8.938234
Transcript ID: MSTRG.513.2, TPM: 80.077576
Transcript ID: MSTRG.513.1, TPM: 451.2453
Transcript ID: CHS.22287.18, TPM: 30.352787
Transcript ID: CHS.22937.4, TPM: 112.012703
Transcript ID: CHS.22937.5, TPM: 70.852982
Transcript ID: CHS.22937.6, TPM: 48.324314
Transcript ID: CHS.22937.7, TPM: 8.93356
Transcript ID: MSTRG.1475.4, TPM: 84.363411
Transcript ID: MSTRG.1475.5, TPM: 85.189308
Transcript ID: MSTRG.1475.6, TPM: 222.295959
Transcript ID: MSTRG.1475.2, TPM: 397.280884
Transcript ID: MSTRG.1475.3, TPM: 74.119499
Transcript ID: CHS.21171.3, TPM: 0.0
Transcript ID: CHS.21171.2, TPM: 2112.494629
Transcript ID: MSTRG.1475.8, TPM: 160.931015
Transcript ID: CHS.21171.5, TPM: 1766.49231
Transcript ID: CHS.21171.4, TPM: 6588.100586
Transcript ID: CHS.128826.1, TPM: 0.0
Transcript ID: CHS.173284.1, TPM: 0.519355
Transcript ID: CHS.21066.31, TPM: 18.310446
Transcript ID: CHS.22360.10, TPM: 1569.180298
Transcript ID: MSTRG.1469.1, TPM: 47.113117
Transcript ID: CHS.173261.1, TPM: 0.432147
Transcript ID: CHS.22360.12, TPM: 2.213933
Transcript ID: CHS.158796.1, TPM: 0.0
Transcript ID: CHS.23336.6, TPM: 23.855156
Transcript ID: CHS.23336.1, TPM: 4.632523
Transcript ID: CHS.22517.3, TPM: 4.467824
Transcript ID: CHS.22360.15, TPM: 0.0
Transcript ID: CHS.21881.1, TPM: 0.0
Transcript ID: CHS.21657.78, TPM: 0.0
Transcript ID: CHS.21657.79, TPM: 0.0
Transcript ID: CHS.21657.76, TPM: 0.0
Transcript ID: CHS.21657.77, TPM: 0.0
Transcript ID: CHS.21657.71, TPM: 0.0
Transcript ID: CHS.21096.6, TPM: 450.664825
Transcript ID: CHS.21096.5, TPM: 766.560608
Transcript ID: CHS.21096.4, TPM: 1650.358032
Transcript ID: CHS.21096.3, TPM: 577.641846
Transcript ID: CHS.21096.2, TPM: 19.532288
Transcript ID: CHS.23480.26, TPM: 89.396873
Transcript ID: CHS.23480.25, TPM: 80.734489
Transcript ID: CHS.21664.1, TPM: 11.486637
Transcript ID: CHS.23480.23, TPM: 557.450012
Transcript ID: CHS.23480.22, TPM: 285.290344
Transcript ID: CHS.23480.21, TPM: 154.49675
Transcript ID: CHS.23480.20, TPM: 34.682014
Transcript ID: CHS.165740.1, TPM: 86.990471
Transcript ID: CHS.21212.5, TPM: 1500.277222
Transcript ID: CHS.60382.1, TPM: 0.0
Transcript ID: CHS.21212.9, TPM: 424.267456
Transcript ID: CHS.23486.64, TPM: 32.552143
Transcript ID: CHS.21346.15, TPM: 108.589005
Transcript ID: CHS.21346.14, TPM: 59.215187
Transcript ID: CHS.21346.13, TPM: 3.042757
Transcript ID: CHS.173514.2, TPM: 0.0
Transcript ID: CHS.173514.1, TPM: 0.0
Transcript ID: CHS.21371.2, TPM: 0.0
Transcript ID: CHS.21895.4, TPM: 126.608719
Transcript ID: CHS.21895.5, TPM: 90.439743
Transcript ID: CHS.173429.1, TPM: 45.185505
